Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2017,ID,Idaho,Nampa,Census Tract,BRFSS,Health Outcomes,1656260-16027020601,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,27.5,26.7,28.3,,,4707,"(43.5833173278, -116.602873996)",HLTHOUT,HIGHCHOL,1656260,16027020601,High Cholesterol
2017,GA,Georgia,Macon,Census Tract,BRFSS,Health Outcomes,1349000-13021013407,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.8,23.6,26.1,,,967,"(32.8899872756, -83.7008442544)",HLTHOUT,ARTHRITIS,1349000,13021013407,Arthritis
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008406,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.4,7,7.8,,,5997,"(21.3303618467, -158.012608884)",HLTHOUT,DIABETES,15003,15003008406,Diabetes
2017,ID,Idaho,Boise City,City,BRFSS,Unhealthy Behaviors,1608830,Current smoking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,14,13.6,14.4,,,205671,"(43.5984343897, -116.230885189)",UNHBEH,CSMOKING,1608830,,Current Smoking
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003009801,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.1,5.7,6.6,,,2834,"(21.5111008632, -158.202788131)",HLTHOUT,COPD,15003,15003009801,COPD
2016,GA,Georgia,Augusta,Census Tract,BRFSS,Health Outcomes,1304204-13245001602,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,11.5,7.3,17.2,,,3923,"(33.4818312295, -82.046585454)",HLTHOUT,TEETHLOST,1304204,13245001602,Teeth Loss
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003006302,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.1,30.1,32.1,,,2720,"(21.3491099922, -157.866832823)",UNHBEH,OBESITY,15003,15003006302,Obesity
2016,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Prevention,1368516-13121010114,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,66.1,62.9,68.9,,,5946,"(33.8902362582, -84.3731348097)",PREVENT,COLON_SCREEN,1368516,13121010114,Colorectal Cancer Screening
2016,GA,Georgia,Augusta,Census Tract,BRFSS,Prevention,1304204-13245010707,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,29.6,22.7,36.6,,,3039,"(33.4031222139, -82.0976545155)",PREVENT,COREM,1304204,13245010707,Core preventive services for older men
2017,GA,Georgia,Sandy Springs,City,BRFSS,Unhealthy Behaviors,1368516,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.5,19.4,19.6,,,93853,"(33.9366669867, -84.3703197084)",UNHBEH,BINGE,1368516,,Binge Drinking
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Unhealthy Behaviors,1319000-13215010801,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.1,13.4,18.8,,,1427,"(32.3917467501, -84.9426192805)",UNHBEH,CSMOKING,1319000,13215010801,Current Smoking
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003006302,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.3,20.4,22.1,,,2720,"(21.3491099922, -157.866832823)",HLTHOUT,ARTHRITIS,15003,15003006302,Arthritis
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003008909,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,70.5,68.1,72.9,,,3806,"(21.4398624667, -158.017990889)",PREVENT,COLON_SCREEN,15003,15003008909,Colorectal Cancer Screening
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051003301,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,52.3,50.9,53.7,,,1856,"(32.0723279782, -81.1249659124)",HLTHOUT,BPHIGH,1369000,13051003301,High Blood Pressure
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003007702,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.1,19.1,21.1,,,5098,"(21.3994654771, -157.898563824)",HLTHOUT,ARTHRITIS,15003,15003007702,Arthritis
2017,GA,Georgia,Macon,Census Tract,BRFSS,Prevention,1349000-13021011500,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,82.2,81.5,82.9,,,1401,"(32.8188119395, -83.6430678706)",PREVENT,CHECKUP,1349000,13021011500,Annual Checkup
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Prevention,1319000-13215010608,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,24.3,21,28.1,,,4156,"(32.4717537597, -84.8822746582)",PREVENT,ACCESS2,1319000,13215010608,Health Insurance
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003009801,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,73.7,73.2,74.2,,,2834,"(21.5111008632, -158.202788131)",PREVENT,BPMED,15003,15003009801,Taking BP Medication
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003008926,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,33.7,28.9,38.5,,,1572,"(21.4819570374, -158.007626754)",PREVENT,COREM,15003,15003008926,Core preventive services for older men
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Prevention,1319000-13215011500,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,30.3,27.2,33.3,,,5496,"(32.4026845308, -84.9654942339)",PREVENT,ACCESS2,1319000,13215011500,Health Insurance
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Unhealthy Behaviors,1608830-16001010331,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.1,24.4,27.6,,,11733,"(43.6480588671, -116.346479346)",UNHBEH,OBESITY,1608830,16001010331,Obesity
2017,GA,Georgia,Warner Robins,Census Tract,BRFSS,Unhealthy Behaviors,1380508-13153021201,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.8,17.2,18.5,,,946,"(32.5421477478, -83.6735825642)",UNHBEH,BINGE,1380508,13153021201,Binge Drinking
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215010201,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.7,7.7,9.9,,,6740,"(32.5841000369, -84.9893087254)",HLTHOUT,PHLTH,1319000,13215010201,Physical Health
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003003000,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.8,7.9,9.8,,,4321,"(21.3091763443, -157.819554743)",HLTHOUT,PHLTH,15003,15003003000,Physical Health
2016,GA,Georgia,Augusta,Census Tract,BRFSS,Health Outcomes,1304204-13245010107,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,14.9,9.6,21.7,,,2551,"(33.5044723725, -82.0419158868)",HLTHOUT,TEETHLOST,1304204,13245010107,Teeth Loss
2016,GA,Georgia,Macon,Census Tract,BRFSS,Health Outcomes,1349000-13021011701,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,24.9,19.7,30.9,,,2539,"(32.8732035693, -83.5960584031)",HLTHOUT,TEETHLOST,1349000,13021011701,Teeth Loss
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003001801,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,29.8,26.9,32.4,,,1717,"(21.2743346575, -157.823001516)",PREVENT,COREW,15003,15003001801,Core preventive services for older women
2016,GA,Georgia,Augusta,Census Tract,BRFSS,Unhealthy Behaviors,1304204-13245010903,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,39.9,38.8,41,,,1599,"(33.2843812907, -82.1559188523)",UNHBEH,SLEEP,1304204,13245010903,Sleep <7 hours
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Health Outcomes,1608830-16001010100,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2,1.8,2.3,,,1416,"(43.5830783351, -116.128320082)",HLTHOUT,STROKE,1608830,16001010100,Stroke
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008613,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,32.4,31.9,33,,,904,"(21.3493936019, -158.091433922)",HLTHOUT,HIGHCHOL,15003,15003008613,High Cholesterol
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008407,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.3,10.6,12,,,3325,"(21.3163167074, -158.017822355)",HLTHOUT,MHLTH,15003,15003008407,Mental Health
2016,ID,Idaho,Boise City,Census Tract,BRFSS,Unhealthy Behaviors,1608830-16001010313,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.4,25.7,29.1,,,910,"(43.5881337971, -116.33695668)",UNHBEH,SLEEP,1608830,16001010313,Sleep <7 hours
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003009000,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,8.7,4.2,14.1,,,1634,"(21.4755421679, -158.035245232)",HLTHOUT,TEETHLOST,15003,15003009000,Teeth Loss
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008301,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.5,1.4,1.5,,,4661,"(21.3358652498, -157.994758131)",HLTHOUT,STROKE,15003,15003008301,Stroke
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051002700,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,31.9,31.2,32.7,,,3048,"(32.0518472399, -81.0843019639)",HLTHOUT,HIGHCHOL,1369000,13051002700,High Cholesterol
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215001800,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,4.4,4.8,,,1272,"(32.4768765352, -84.9758274687)",HLTHOUT,KIDNEY,1319000,13215001800,Chronic Kidney Disease
2017,GA,Georgia,Savannah,City,BRFSS,Health Outcomes,1369000,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,14,13.8,14.2,,,136286,"(32.0283615157, -81.1783435493)",HLTHOUT,MHLTH,1369000,,Mental Health
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003007702,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.1,2.9,3.3,,,5098,"(21.3994654771, -157.898563824)",HLTHOUT,KIDNEY,15003,15003007702,Chronic Kidney Disease
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215010502,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12,10.5,13.8,,,1406,"(32.5146118342, -84.8796632697)",HLTHOUT,PHLTH,1319000,13215010502,Physical Health
2016,GA,Georgia,Columbus,Census Tract,BRFSS,Prevention,1319000-13215002000,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,84.1,80.9,86.9,,,3266,"(32.4713533371, -84.9409858716)",PREVENT,MAMMOUSE,1319000,13215002000,Mammography
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008611,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.8,1.6,2.2,,,84,"(21.3586380343, -158.112464999)",HLTHOUT,COPD,15003,15003008611,COPD
2016,ID,Idaho,Boise City,Census Tract,BRFSS,Prevention,1608830-16001000900,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,26.1,22.1,30.4,,,5760,"(43.5952401773, -116.200000231)",PREVENT,COREW,1608830,16001000900,Core preventive services for older women
2017,GA,Georgia,Johns Creek,Census Tract,BRFSS,Unhealthy Behaviors,1342425-13121011414,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.3,18.6,20,,,3122,"(34.0124344955, -84.271457739)",UNHBEH,BINGE,1342425,13121011414,Binge Drinking
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003007804,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.9,6.6,7.3,,,1907,"(21.4010904325, -157.95782847)",HLTHOUT,CANCER,15003,15003007804,Cancer (except skin)
2017,ID,Idaho,Nampa,Census Tract,BRFSS,Unhealthy Behaviors,1656260-16027020602,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,38.2,36.8,39.2,,,6935,"(43.5838207687, -116.58451872)",UNHBEH,OBESITY,1656260,16027020602,Obesity
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003000108,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,82,79.9,83.7,,,3264,"(21.2871217614, -157.711001748)",PREVENT,MAMMOUSE,15003,15003000108,Mammography
2016,GA,Georgia,Augusta,Census Tract,BRFSS,Prevention,1304204-13245010504,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,83.6,81.8,85.4,,,6779,"(33.4413190003, -82.0809700993)",PREVENT,PAPTEST,1304204,13245010504,Pap Smear Test
2016,GA,Georgia,Savannah,Census Tract,BRFSS,Prevention,1369000-13051002300,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,84.7,82,87,,,2056,"(32.0577200508, -81.1112836355)",PREVENT,PAPTEST,1369000,13051002300,Pap Smear Test
2016,GA,Georgia,Johns Creek,Census Tract,BRFSS,Prevention,1342425-13121011617,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,82.4,79.9,84.4,,,1658,"(34.0457900932, -84.2319241777)",PREVENT,MAMMOUSE,1342425,13121011617,Mammography
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Prevention,1369000-13051004300,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,65,63.6,66.4,,,2615,"(32.009813033, -81.1533434253)",PREVENT,CHECKUP,1369000,13051004300,Annual Checkup
2016,GA,Georgia,Savannah,Census Tract,BRFSS,Prevention,1369000-13051010501,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,81.6,78.3,84.7,,,2941,"(32.0638134436, -81.1583320335)",PREVENT,MAMMOUSE,1369000,13051010501,Mammography
2017,GA,Georgia,Warner Robins,Census Tract,BRFSS,Health Outcomes,1380508-13153021113,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.8,1.6,2,,,10210,"(32.5723334886, -83.6942192901)",HLTHOUT,STROKE,1380508,13153021113,Stroke
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003004300,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,46.8,45.7,47.8,,,5591,"(21.3139921557, -157.847536577)",UNHBEH,SLEEP,15003,15003004300,Sleep <7 hours
2016,GA,Georgia,Macon,Census Tract,BRFSS,Prevention,1349000-13021013102,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,43.4,39,48.1,,,4340,"(32.7942890489, -83.6917195326)",PREVENT,DENTAL,1349000,13021013102,Dental Visit
2017,ID,Idaho,Nampa,Census Tract,BRFSS,Health Outcomes,1656260-16027020200,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.6,30.7,32.5,,,4009,"(43.584768391, -116.556650395)",HLTHOUT,BPHIGH,1656260,16027020200,High Blood Pressure
2016,GA,Georgia,Columbus,Census Tract,BRFSS,Prevention,1319000-13215001100,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,38.4,30.3,45.6,,,2588,"(32.4876005987, -84.9498141377)",PREVENT,COREM,1319000,13215001100,Core preventive services for older men
2016,GA,Georgia,Columbus,Census Tract,BRFSS,Unhealthy Behaviors,1319000-13215010502,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,40.1,38.4,41.6,,,1406,"(32.5146118342, -84.8796632697)",UNHBEH,SLEEP,1319000,13215010502,Sleep <7 hours
2016,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Prevention,1368516-13121010121,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,70,66.3,72.8,,,1648,"(33.9311536437, -84.3706420892)",PREVENT,COLON_SCREEN,1368516,13121010121,Colorectal Cancer Screening
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215002902,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.4,18.4,20.4,,,2249,"(32.4421023728, -84.9361979842)",HLTHOUT,DIABETES,1319000,13215002902,Diabetes
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003940002,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,54,53,54.9,,,7400,"(21.3940022356, -158.124509059)",UNHBEH,SLEEP,15003,15003940002,Sleep <7 hours
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003002900,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.6,25.7,27.6,,,2415,"(21.3061004519, -157.807702094)",HLTHOUT,BPHIGH,15003,15003002900,High Blood Pressure
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215002300,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.5,9.8,11.2,,,1785,"(32.46366184, -84.9664132297)",HLTHOUT,CASTHMA,1319000,13215002300,Current Asthma
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Unhealthy Behaviors,1304204-13245010710,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,43.6,42.7,44.4,,,5932,"(33.362546791, -82.0591288669)",UNHBEH,OBESITY,1304204,13245010710,Obesity
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003003900,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,4.3,5,,,655,"(21.3026640114, -157.861860063)",HLTHOUT,KIDNEY,15003,15003003900,Chronic Kidney Disease
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008800,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.1,2.7,3.4,,,8054,"(21.3907794573, -158.010433056)",HLTHOUT,STROKE,15003,15003008800,Stroke
2016,ID,Idaho,Boise City,City,BRFSS,Prevention,1608830,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,AgeAdjPrv,Age-adjusted prevalence,34.3,33.5,35.1,,,205671,"(43.5984343897, -116.230885189)",PREVENT,COREW,1608830,,Core preventive services for older women
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003006302,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,78.5,76.1,80.8,,,2720,"(21.3491099922, -157.866832823)",PREVENT,PAPTEST,15003,15003006302,Pap Smear Test
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003006401,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,36.3,35.3,37.1,,,2059,"(21.339523482, -157.869615299)",HLTHOUT,HIGHCHOL,15003,15003006401,High Cholesterol
2017,GA,Georgia,Roswell,Census Tract,BRFSS,Health Outcomes,1367284-13121011503,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.4,7.4,9.6,,,1740,"(34.1003091592, -84.3940384788)",HLTHOUT,MHLTH,1367284,13121011503,Mental Health
2017,GA,Georgia,Warner Robins,City,BRFSS,Health Outcomes,1380508,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.4,5.4,5.4,,,66588,"(32.5985113609, -83.6530271267)",HLTHOUT,CANCER,1380508,,Cancer (except skin)
2016,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Prevention,1368516-13121010108,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,82.3,78.7,84.9,,,3830,"(33.9660198272, -84.2798651498)",PREVENT,MAMMOUSE,1368516,13121010108,Mammography
2017,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Health Outcomes,1368516-13121010118,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.2,13.6,14.9,,,4782,"(33.9738072059, -84.3487694509)",HLTHOUT,ARTHRITIS,1368516,13121010118,Arthritis
2016,GA,Georgia,Augusta,Census Tract,BRFSS,Prevention,1304204-13245010708,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,83.9,81.2,86.1,,,5599,"(33.3916088846, -82.08105773)",PREVENT,MAMMOUSE,1304204,13245010708,Mammography
